Test, Start_Pos, Nodes_Traversed, Time Elapsed
169, [5,20], 406, 19.480233099970064
170, [6,20], 405, 19.411836000028416
171, [7,20], 392, 19.031853399974352
172, [8,20], 393, 19.04358309995223
173, [9,20], 404, 19.559530399965297
174, [10,20], 401, 19.434670699913113
175, [11,20], 402, 19.373938800006727
176, [12,20], 399, 19.065617299937003
177, [15,20], 411, 19.95892590015137
178, [16,20], 433, 20.78689469996243
179, [17,20], 432, 20.83177039997463
180, [18,20], 431, 20.855501600086427
181, [19,20], 388, 18.549496800031193
182, [20,20], 389, 18.60394769992854
183, [21,20], 379, 18.12386390003303
184, [22,20], 429, 20.64402419995895
185, [23,20], 381, 18.116500899945095
186, [24,20], 382, 18.478374400074244
187, [25,20], 383, 18.34050330000173
188, [26,20], 384, 18.38695290006217
189, [1,21], 411, 19.679447200047434
190, [6,21], 406, 19.596633799970732
191, [12,21], 416, 19.782952900088276
192, [15,21], 410, 19.584782800029643
193, [21,21], 378, 18.247114599911583
194, [26,21], 377, 18.16947610002535
195, [1,22], 410, 19.678598800004693
196, [6,22], 407, 19.516942300058872
197, [12,22], 415, 20.094781999832776
198, [15,22], 409, 19.529779100063024
199, [21,22], 377, 17.977008200003183
200, [26,22], 376, 18.10463689991957
201, [1,23], 409, 19.52352030007023
202, [2,23], 410, 19.726788400050282
203, [3,23], 409, 19.687587000058556
204, [6,23], 408, 19.588047700006427
205, [7,23], 399, 19.369377100076235
206, [8,23], 400, 19.182149800049956
207, [9,23], 433, 20.968429599972296
208, [10,23], 432, 21.25071230010144
209, [11,23], 433, 21.564976100100466
210, [12,23], 416, 20.45548790002067
211, [13,23], 395, 20.07844120007576
212, [14,23], 396, 20.198877800132323
213, [15,23], 410, 20.168296400002873
214, [16,23], 392, 19.624127499959286
215, [17,23], 391, 18.93729739999253
216, [18,23], 390, 18.83590370005186
217, [19,23], 389, 19.460232699984772
218, [20,23], 390, 19.00283269997817
219, [21,23], 378, 18.30595010012985
220, [24,23], 373, 17.941270299914322
221, [25,23], 374, 18.25583809996897
222, [26,23], 375, 18.442140700008167
223, [3,24], 406, 20.16938989996561
224, [6,24], 409, 20.167679099969973
225, [9,24], 434, 21.358807999942655
226, [18,24], 391, 18.844427500182064
227, [21,24], 379, 18.159165299985034
228, [24,24], 372, 18.219096999946487
229, [3,25], 405, 19.720169199921656
230, [6,25], 410, 19.664113799863117
231, [9,25], 403, 19.33201529993312
232, [18,25], 392, 19.14510459990197
233, [21,25], 393, 19.59095199992953
234, [24,25], 371, 17.76537549995919
235, [1,26], 408, 19.395407399904798
236, [2,26], 407, 19.448276400042232
237, [3,26], 406, 19.59330849998514
238, [4,26], 405, 19.422931300054188
239, [5,26], 412, 20.24579820004874
240, [6,26], 411, 20.13184010009718
241, [9,26], 404, 19.78705110007286
242, [10,26], 419, 20.270641200015234
243, [11,26], 420, 20.044985599957727
244, [12,26], 421, 20.242360999953235
245, [15,26], 423, 20.4593808998834
246, [16,26], 424, 20.362432200046896
247, [17,26], 425, 20.325678900022467
248, [18,26], 393, 19.492681299987453
249, [21,26], 394, 18.797921600023983
250, [22,26], 382, 18.3391157000151
251, [23,26], 373, 17.923146599900065
252, [24,26], 372, 17.819471199953114
253, [25,26], 373, 17.89243049997458
254, [26,26], 374, 18.001676899966697
255, [1,27], 409, 19.52035490002163
256, [12,27], 452, 21.883199200059607
257, [15,27], 422, 20.01732639997863
258, [26,27], 375, 17.835629800021707
259, [1,28], 410, 19.627219999918452
260, [12,28], 451, 21.738950900056807
261, [15,28], 421, 20.02834240008451
262, [26,28], 376, 18.228828499952215
263, [1,29], 411, 19.728357599997253
264, [2,29], 464, 22.13118159996884
265, [3,29], 463, 22.118945899903338
266, [4,29], 462, 22.02881289997822
267, [5,29], 461, 22.12822639992737
268, [6,29], 460, 22.202348199978587
269, [7,29], 459, 22.182954199997766
270, [8,29], 458, 21.93302319997747
271, [9,29], 457, 21.81265219992929
272, [10,29], 456, 21.785990499956824
273, [11,29], 455, 21.798284900025465
274, [12,29], 452, 21.744418700141978
275, [14,29], 423, 20.203624099907756
276, [15,29], 422, 20.329717200031155
277, [16,29], 411, 21.73063729994101
278, [17,29], 412, 22.432165999918652
279, [18,29], 413, 19.997964500093076
280, [19,29], 418, 20.156783400023414
281, [20,29], 417, 20.398505700093665
282, [21,29], 424, 20.6745046001015
283, [22,29], 421, 20.34502919992883
284, [23,29], 436, 20.881931900010386
285, [24,29], 435, 20.882225199959066
286, [25,29], 436, 21.027930899948842
287, [26,29], 435, 21.056684499977564
288, [13,29], 428, 20.562593900001957
